"","Date","Time","Weather","latin","Species","Count","Alive.Dead","Location..OS.coordinates.","Habitat.Lv.1","Habitat.Lv.2","Habitat.Lv.3","Observer","Any.other.comments","team","loc","month"
"606","07/04/2017","23:39",NA,"Oryctolagus cuniculus","Rabbit","3","Alive","TR 13974 59836","Human site","Suburban","Near road","DT","1 kit","gua","kent","apr"
"607","28/06/2017","01:40","Cloudy and rainy","Oryctolagus cuniculus","Rabbit","3","Alive","TG 19451 07720","Human site","Suburban","Near road","Ellen and Shawnee",NA,"nbm","east","jun"
"608","10/02/2017","15:06","Overcast","Oryctolagus cuniculus","Rabbit","1","Alive ","SO 78449 22945","Open land","Farm land","Near road / hedgerow with trees","Becky",NA,"hhe","hart","feb"
"609","11-Mar","13:40","Cloudy","Oryctolagus cuniculus","Rabbit","4","Alive ","TG 19706 07467","Open land","Unimproved","High/medium disturbance from people","Shawnee",NA,"nbm","east","mar"
"610","23/05/2017","20:45","Cool","Oryctolagus cuniculus","Rabbit","50","Alive","TG 19769 07479","Human","Suburban","Municipal park/recreational area","Ellie ",NA,"nbm","east","may"
"611","17/02/2017","10:35","Dry, overcast","Oryctolagus cuniculus","Rabbit","1","Alive","SK 703 518","Woodland","Broadleaved","Moderate shrub layer, moderate field layer, semi-natural","HL",NA,"brb","nott","feb"
"612","09/05/2017","23:16",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 14095 60063","Human site","Suburban"," near road, residential","DT",NA,"gua","kent","may"
"613","06/02/2017","07:05","Ground Frost, foggy, -1","Oryctolagus cuniculus","Rabbit","2","Alive ","SO 78806 22919 ","Human site","Rural","Recreational","Katie",NA,"hhe","hart","feb"
"614","09/05/2017","13:09","Sunny","Oryctolagus cuniculus","Rabbit","2","Alive","TR 13236 59574","Human Site","Suburban","near road (50m)","Kieran Richardson",NA,"kpl","kent","may"
"615","22/03/2017","19:28",NA,"Oryctolagus cuniculus","Rabbit","3","Alive","TR 13879 59822","Human site","Suburban","residential, near road","DT",NA,"gua","kent","mar"
"616","05/05/2017","07:15",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13381 59775","Human site","Suburban","residential, near road","DT",NA,"gua","kent","may"
"617","15/03/2015","15:20","Sunny","Oryctolagus cuniculus","Rabbit","2","Alive","SD 48263 57864","Human site","rural","Municipal park/recreational area","Jack",NA,"tbt","lanc","mar"
"618","15-Mar","15:15","Sunny","Oryctolagus cuniculus","Rabbit","2","Alive","TG 19428 07647","Human","Suburban","Municipal park/recreational area","Max",NA,"nbm","east","mar"
"619","11-Apr","14:30","Sunny, windy","Oryctolagus cuniculus","Rabbit","8","Alive","TG 19706 07467","Open land","Unimproved","High/medium disturbance from people","Shawnee",NA,"nbm","east","apr"
"620","05/05/2017","08:55",NA,"Oryctolagus cuniculus","Rabbit","3","Alive","TR 13320 59788","Human site","Suburban","residential, near road","DT",NA,"gua","kent","may"
"621","25/05/2017","17:15","Sunny","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19430 07790","Human","Urban","Near road (50 m)","Ellen",NA,"nbm","east","may"
"622","24/03/2017","07:19",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13381 59775","Human site","Suburban","residential, near road","DT",NA,"gua","kent","mar"
"623","14/04/2017","19:53",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13320 59788","Human site","Suburban","residential, near road","DT","kits","gua","kent","apr"
"624","14/04/2017","20:15",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13320 59788","Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"625","22/05/2017","21:20","warm, calm","Oryctolagus cuniculus","Rabbit","4","Alive","TR 13061 59760","Human site","Suburban","residential, near road","DT",NA,"gua","kent","may"
"626","23/05/2017","20:00","Cool","Oryctolagus cuniculus","Rabbit","10","Alive","TG 18600 07181","Human","Suburban","Municipal park/recreational area","Ellie ",NA,"nbm","east","may"
"627","11/03/2017","16:20",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13528 59757","Human site","Suburban","near road ","DT",NA,"gua","kent","mar"
"628","15/04/2017",NA,"Dry","Oryctolagus cuniculus","Rabbit","1","Alive ","SS 63062 92305","Woodland","Broadleaved","Sparse shrub layer, moderate field layer","Hannah Cole",NA,"suc","swan","apr"
"629","16/02/2017","5:05pm","Dry, clear with slight cloud","Oryctolagus cuniculus","Rabbit","3","Alive","SO 79035 23605","Woodland","Broadleaved","Dense shrub layer","Natalie",NA,"tma","hart","feb"
"630","11/05/2017","19:10",NA,"Oryctolagus cuniculus","Rabbit","5","Alive","TR 13020 59725","Human site","Suburban","residential, near road","DT",NA,"gua","kent","may"
"631","28/02/2017","06:30","clear/chilly","Oryctolagus cuniculus","Rabbit","2","alive","SK 69452 52495","Woodland","Broadleaved","Sparse/no shrub layer, Dense field layer, Near road (50m)","BN",NA,"mdb","nott","feb"
"632","14/04/2017",NA,NA,"Oryctolagus cuniculus","Rabbit","1","Alive",NA,"Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"633","24/02/2017","07:18","cold, windy","Oryctolagus cuniculus","Rabbit","2","Alive","TR 13061 59760","Human site","Suburban","residential, near road","DT",NA,"gua","kent","feb"
"634","06/03/2017","14:07","Sunny","Oryctolagus cuniculus","Rabbit","3","Alive","TR 13221 59578","Human Site","Suburban","Near road (50m)","Kieran Richardson","mother and 2 offspring","kpl","kent","mar"
"635","28-Mar","15:20","Overcast","Oryctolagus cuniculus","Rabbit","3","Alive","TG 19419 07477","Human","Urban","Municipal park/recreational area","Max",NA,"nbm","east","mar"
"636","02/03/2017","14:14",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13882 59354","Human site","Suburban","residential, near road","DT",NA,"gua","kent","mar"
"637","09/05/2017","23:14",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13974 59836","Human site","Suburban","Near road","DT",NA,"gua","kent","may"
"638","01/06/2017","20:00","Clear/breezy","Oryctolagus cuniculus","Rabbit","4","Alive","TG 19478 07684","Human site","Suburban","Municipal park/recreation area","Ellen",NA,"nbm","east","jun"
"639","14/04/2017","All between 7am and 7:30",NA,"Oryctolagus cuniculus","Rabbit","4","Alive",NA,"Human site","Suburban","residential, near road","DT","1 kit","gua","kent","apr"
"640","21-Mar","13:30","Cloudy","Oryctolagus cuniculus","Rabbit","4","Alive","TG 19549 07510","Human","Urban","Municipal park/recreational area","Max",NA,"nbm","east","mar"
"641","28/01/2017","14:23","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TR 14102 59849","Human site","Suburban","Park/recreational area","Kieran Richardson",NA,"kpl","kent","jan"
"642","27-Feb","21:30","Clear","Oryctolagus cuniculus","Rabbit","3","Alive","TG 19479 07687","Human","Suburban","Near Road","Steven",NA,"nbm","east","feb"
"643","26-Apr","19:20","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TG 18990 07576","Human","Urban","Near road","Ellen",NA,"nbm","east","apr"
"644","13/02/2017","18:02","cloudy","Oryctolagus cuniculus","Rabbit","2","Alive","TR 14095 59840","Human Site","Suburban","Recreational site","Kieran Richardson",NA,"kpl","kent","feb"
"645","18/04/2017","22:41",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 14059 59609","Human site","Suburban","rec area","DT",NA,"gua","kent","apr"
"646","10-Jan","10:08","Cloudy, light rain","Oryctolagus cuniculus","Rabbit","8","Alive","TG 19551 07524","Human site","Suburban","Residential, gardens, recreational area","Shawnee & Max","On grassy area near shops, residences, university buildings. Number of warrens apparent.","nbm","east","jan"
"647","10/02/2017","14:26","Sleet","Oryctolagus cuniculus","Rabbit","1","Alive ","SO 78433 23349","woodland","broadleaved","Dense shrub layer","Becky",NA,"hhe","hart","feb"
"648","09-Mar","19:00","Clear","Oryctolagus cuniculus","Rabbit","7","Alive","TG 18439 07392","Human","Suburban","Municipal park/recreational area","Steven",NA,"nbm","east","mar"
"649","01/05/2017","12:35",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13320 59788","Human site","Suburban","residential, near road","DT","kit","gua","kent","may"
"650","26/05/2017","04:44","Dawn ","Oryctolagus cuniculus","Rabbit","6","Alive","SD 48269 57015","Human Site","Suburban","Playing fields ","Jack",NA,"tbt","lanc","may"
"651","25/05/2017",NA,"Cloudy","Oryctolagus cuniculus","Rabbit","2","Alive","SS 63407 92031","Woodland","Mixed","Parkland, dense field layer","Hannah Cole",NA,"suc","swan","may"
"652","30/03/2017","19:01","Sunny","Oryctolagus cuniculus","Rabbit","12","Alive","TR 13838 59533","Open land","Meadow","Hedgerow with trees, near road (50m), high disturbance from People","Kieran Richardson",NA,"kpl","kent","mar"
"653","31/05/2017","11:15","Sunny","Oryctolagus cuniculus","Rabbit","1","Dead","TG 19592 07672","Human","Suburban","Garden, near road (50m)","Shawnee",NA,"nbm","east","may"
"654","22/03/2017","19:23",NA,"Oryctolagus cuniculus","Rabbit","4","Alive","TR 13381 59775","Human site","Suburban","residential, near road","DT","One larger than others - mum and babies?","gua","kent","mar"
"655","02/05/2017","22:38",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13974 59836","Human site","Suburban","Near road","DT",NA,"gua","kent","may"
"656","02/05/2017","22:38",NA,"Oryctolagus cuniculus","Rabbit","3","Alive","TR 14007 59766","Human site","Suburban","Near road","DT",NA,"gua","kent","may"
"657","05/05/2017","20:15","Cloudy, windy","Oryctolagus cuniculus","Rabbit","2","Alive","TG 19495 07697","Human","Suburban","Municipal park/recreational area","Ellen",NA,"nbm","east","may"
"658","12-Feb","16:45","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TG 18981 07472","Human","Suburban","Municipal park/recreational area","Ellen",NA,"nbm","east","feb"
"659","23/03/2017","12:37","Sunny","Oryctolagus cuniculus","Rabbit","1","Alive","TR 13446 59825","Woodland","Broadleaved","Sparse Shrub Layer, Dense Field Layer","Kieran Richardson",NA,"kpl","kent","mar"
"660","14/04/2017","19:55",NA,"Oryctolagus cuniculus","Rabbit","4","Alive","TR 13061 59760","Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"661","09/05/2017","23:08",NA,"Oryctolagus cuniculus","Rabbit","4","Alive","TR 14182 59408","Human site","Suburban","rec area","DT",NA,"gua","kent","may"
"662","15/06/2017",NA,"Grey","Oryctolagus cuniculus","Rabbit","1","Alive","SS 63089 92259","Woodland","Broadleaved","Moderate Shrub layer, moderate field layer","Samantha Purton",NA,"suc","swan","jun"
"663","26/06/2017","21:45","Few clouds, warm","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19827 07770","Human site","Suburban","Near road","Ellen",NA,"nbm","east","jun"
"664","01/04/2017","19:15","cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TR 13384 59898","Human Site","Suburban","Near road (50m)","Kieran Richardson",NA,"kpl","kent","apr"
"665","01/02/2017","17:05","Overcast","Oryctolagus cuniculus","Rabbit","1","Alive","SO 78612 22829","Open land","Farm land","Near road / hedgerow with trees","Becky",NA,"hhe","hart","feb"
"666","26/05/2017","04:50","Dawn ","Oryctolagus cuniculus","Rabbit","1","Alive","SD 48294 56975","Human Site","Suburban","Path, between two hedgerows ","Jack",NA,"tbt","lanc","may"
"667","20/02/2017","09:20","Overcast, 9","Oryctolagus cuniculus","Rabbit","2","Alive","SO 78652 22826","Human Sire","Rural","Gardens, near road (50m)","Katie",NA,"hhe","hart","feb"
"668","24 January 2017","10:21","Sunny","Oryctolagus cuniculus","Rabbit","1","Alive","SU 7411 7200","Human site","Suburban","Disused, Gardens","Team","Domestic feral","pft","read","jan"
"669","11/05/2017","19:07",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13320 59788","Human site","Suburban","residential, near road","DT",NA,"gua","kent","may"
"670","28/05/2017","09:24","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TR 13253 59697","Human Site","Suburban","Residential, near road (50m)","Kieran Richardson",NA,"kpl","kent","may"
"671","22/05/2017","21:18","warm, calm","Oryctolagus cuniculus","Rabbit","4","Alive","TR 13268 59785","Human site","Suburban","residential, near road","DT",NA,"gua","kent","may"
"672","23-Mar","18:30","Clear","Oryctolagus cuniculus","Rabbit","4","Alive","TG 18417 07405","Human","Suburban","Municipal park/recreational area","Steven",NA,"nbm","east","mar"
"673","11/05/2017","17:40","Clear, sunny","Oryctolagus cuniculus","Rabbit","3","Alive","SK 69219 52958","Open land","Farmland","Active farmland, Crops, Hedgerow with trees, Low disturbance","GT",NA,"mdb","nott","may"
"674","28-Apr","19:40","Cloudy","Oryctolagus cuniculus","Rabbit","3","Alive","TG 19357 08219","Human","Urban","Near road","Ellen",NA,"nbm","east","apr"
"675","26/03/2017","14:29","Sunny","Oryctolagus cuniculus","Rabbit","3","Alive","TR 13221 59578","Human Site","Suburban","Near road (50m)","Kieran Richardson",NA,"kpl","kent","mar"
"676","30/01/2017","07:55","Cloudy","Oryctolagus cuniculus","Rabbit","2","Alive","TR 13228 59546","Human site","Suburban","Park/recreational area","Kieran Richardson",NA,"kpl","kent","jan"
"677","24/03/2017","07:21",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13061 59760","Human site","Suburban","residential, near road","DT",NA,"gua","kent","mar"
"678","13/05/2017","09:49","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TR 13261 59668","Human Site","Suburban","Residential, near road (50m)","Kieran Richardson",NA,"kpl","kent","may"
"679","27/04/2017","19:43","raining","Oryctolagus cuniculus","Rabbit","2","Alive","TR 13268 59785","Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"680","02/02/2017","11:58","cloudy/windy","Oryctolagus cuniculus","Rabbit","-","scat","SK 69764 52933","Open land","Meadow","Pasture, High/medium disturbance from people","GT, FV, DW",NA,"mdb","nott","feb"
"681","06/05/2017","02:18","Overcast, nighttime","Oryctolagus cuniculus","Rabbit","7","Alive","TR 14182 59408","Human site","Suburban","rec area","DT",NA,"gua","kent","may"
"682","22/05/2017","14:37","Sunny","Oryctolagus cuniculus","Rabbit","1","Alive","TR 13092 59760","Human Site","Suburban","recreational area","Kieran Richardson",NA,"kpl","kent","may"
"683","17/03/2017","15:36",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 12984 59673","Human site","Suburban","moderate field layer","DT",NA,"gua","kent","mar"
"684","12-Feb","14:40","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19652 07912","Woodland","Broadleaved","Moderate shrub layer, moderate field layer, plantation","Ellen",NA,"nbm","east","feb"
"685","17/03/2017","07:16","slight breeze, thin clouds with promise of sun","Oryctolagus cuniculus","Rabbit","1","Alive","TR 13381 59775","Human site","Suburban","residential, near road","DT",NA,"gua","kent","mar"
"686","06/05/2017","02:25",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13965 59967","Human site","Suburban"," near road","DT",NA,"gua","kent","may"
"687","05/05/2017","07:18",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13061 59760","Human site","Suburban","residential, near road","DT",NA,"gua","kent","may"
"688","09/03/2017","12:20","Clear, sunshine","Oryctolagus cuniculus","Rabbit","1","Dead","SO 78437 22955","Open land","Farmland","Near road","Becky",NA,"hhe","hart","mar"
"689","22/05/2017","14:39","Sunny","Oryctolagus cuniculus","Rabbit","2","Alive","TR 13084 59577","Human Site","Suburban","recreational area","Kieran Richardson",NA,"kpl","kent","may"
"690","10/05/2017","15:00","Cloudy","Oryctolagus cuniculus","Rabbit","3","Alive","TG 18890 07399","Woodland","Broadleaved","Moderate shrub layer (bluebells)","Eleanor",NA,"nbm","east","may"
"691","10/05/2017","18:00","Clear, sunny","Oryctolagus cuniculus","Rabbit","3","Alive","TG 19602 07706","Human site","Urban","Near road (50 m)","Shawnee",NA,"nbm","east","may"
"692","09/05/2017","23:15",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13965 59967","Human site","Suburban"," near road","DT",NA,"gua","kent","may"
"693","05-Feb","21:20","Overcast","Oryctolagus cuniculus","Rabbit","6","Alive","TG 19698 07457","Human","Suburban","Municipal park/recreational area","Steven",NA,"nbm","east","feb"
"694","18/02/2017","01:10",NA,"Oryctolagus cuniculus","Rabbit","4","Alive","TR 14088 59807","Human site","Suburban","near road (50m), rec area","DT",NA,"gua","kent","feb"
"695","15/05/2017","16:29","Cloudy","Oryctolagus cuniculus","Rabbit","5","Alive","TR 13236 59574","Human Site","Suburban","near road (50m)","Kieran Richardson",NA,"kpl","kent","may"
"696","21-Mar","23:00","Clear","Oryctolagus cuniculus","Rabbit","5","Alive","TG 19203 07344","Human","Suburban","Municipal park/recreational area","Steven",NA,"nbm","east","mar"
"697","17/03/2017","16:30",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13320 59788","Human site","Suburban","residential, near road","DT",NA,"gua","kent","mar"
"698","06/05/2017","02:22",NA,"Oryctolagus cuniculus","Rabbit","4","Alive","TR 14007 59766","Human site","Suburban","Near road","DT",NA,"gua","kent","may"
"699","07/05/2017","15:12","Overcast, cool","Oryctolagus cuniculus","Rabbit","4","Alive","SK 69652 52295","Open land","Farmland","Grazed (cattle), Hedgerow with trees, Low disturbance, Pasture","GT",NA,"mdb","nott","may"
"700","30/05/2017","17:05","Cloudy, warm","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19344 08191","Human site","Urban","Near road (50 m)","Ellen",NA,"nbm","east","may"
"701","30/01/2017","12:09","Overcast 7°C","Oryctolagus cuniculus","Rabbit","1","Alive","SO 78365 23066","Open land","Farm land","Near road (50m)","Becky","Ran across lane between hedgerows","hhe","hart","jan"
"702","09/05/2017","19:26",NA,"Oryctolagus cuniculus","Rabbit","6","Alive","TR 13630 59048","Human site","Suburban","rec area, near road","DT",NA,"gua","kent","may"
"703","14/04/2017",NA,NA,"Oryctolagus cuniculus","Rabbit","1","Alive",NA,"Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"704","05/05/2017","20:10","Cloudy, windy","Oryctolagus cuniculus","Rabbit","3","Alive","TG 19418 07922","Human site","Urban","Near road (50 m)","Ellen",NA,"nbm","east","may"
"705","31/05/2017","11:10","Sunny","Oryctolagus cuniculus","Rabbit","2","Alive","TG 19592 07672","Human","Suburban","Garden, near road (50m)","Shawnee",NA,"nbm","east","may"
"706","17 January 2017","10:24","Sunny","Oryctolagus cuniculus","Rabbit","1","Alive","SU 7411 7200","Human site","Suburban","Diused, Gardens","Team",NA,"pft","read","jan"
"707","14/04/2017","20:16",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 13268 59785","Human site","Suburban","residential, near road","DT",NA,"gua","kent","apr"
"708","28/05/2017","09:29","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TR 13362 59774","Human Site","Suburban","Residential, near road (50m)","Kieran Richardson",NA,"kpl","kent","may"
"709","10/05/2017","18:05","Clear, sunny","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19459 07773","Human site","Urban","Near road (50 m)","Shawnee",NA,"nbm","east","may"
"710","14/04/2017","20:17",NA,"Oryctolagus cuniculus","Rabbit","9","Alive","TR 13573 59784","Woodland","Broadleaved","Near road","DT","Scattered along a short portion of the path","gua","kent","apr"
"711","16-Feb","19:30","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19354 08219","Human","Suburban","Municipal park/recreational area","Ellen",NA,"nbm","east","feb"
"712","30/01/2017","08:02","Cloudy","Oryctolagus cuniculus","Rabbit","2","Alive","TR 13091 59752","Human site","Suburban","Disused, near road (50m)","Kieran Richardson",NA,"kpl","kent","jan"
"713","29/01/2017","16:39","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TR 13233 59579","Human site","Suburban","Gardens, near road (50m)","Kieran Richardson",NA,"kpl","kent","jan"
"714","14/04/2017","19:50",NA,"Oryctolagus cuniculus","Rabbit","1","Alive","TR 13061 59760","Human site","Suburban","residential, near road","DT","kit, very unafraid","gua","kent","apr"
"715","03/05/2017","12:40","Clear, sunny","Oryctolagus cuniculus","Rabbit","10","Alive","TG 19550 07518","Human site","Urban","Park/recreational area","Shawnee",NA,"nbm","east","may"
"716","02/02/2017","09:35","Rain","Oryctolagus cuniculus","Rabbit","1","Dead","SO 78257 23230","Open land","Farm land","Near road / hedgerow with trees","Becky","Probable RTA","hhe","hart","feb"
"717","20/05/2017","21:00",NA,"Oryctolagus cuniculus","Rabbit","10","Alive","TR 13822 59518","Human site","Suburban","near road","DT","Mixture of young and old","gua","kent","may"
"718","01/03/2017","15:20","clear and dry","Oryctolagus cuniculus","Rabbit","1","Alive","SD 48263 57864","Human site","rural","Municipal park/recreational area","Tay",NA,"tbt","lanc","feb"
"719","09/05/2017","23:13",NA,"Oryctolagus cuniculus","Rabbit","2","Alive","TR 14007 59766","Human site","Suburban","Near road","DT",NA,"gua","kent","may"
"720","16/05/2017","16:50","Very hot","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19357 08212","Human","Urban","Near road (50 m)","Ellen",NA,"nbm","east","may"
"721","31/05/2017","12:30","Sunny","Oryctolagus cuniculus","Rabbit","1","Alive","TG 19145 06918","Woodland","Broadleaved","Moderate shrub layer, dense field layer, near road","Shawnee",NA,"nbm","east","may"
"722","16/06/2017","12:04","Sunny","Oryctolagus cuniculus","Rabbit","6","Alive","TG 19648 07529","Open land","Meadow","High/medium disturbance from people","Shawnee",NA,"nbm","east","jun"
"723","13/05/2017","09:47","Cloudy","Oryctolagus cuniculus","Rabbit","1","Alive","TR 13341 59814","Human Site","Suburban","Residential, near road (50m)","Kieran Richardson",NA,"kpl","kent","may"
"724","05/05/2017","16:32","Clear, sunny","Oryctolagus cuniculus","Rabbit","5","Alive","SK 69652 52295","Open land","Farmland","Grazed (cattle), Hedgerow with trees, Low disturbance, Pasture","GT",NA,"mdb","nott","may"
"725","22/01/2017","17:05","Dry","Rattus norvegicus","Brown rat","4","Alive","SU 41929 14744","Woodland","Mixed","Moderate shrub layer, Dense field layer","OM",NA,"smw","sout","jan"
"726","12/01/2017","16:34","Dry","Rattus norvegicus","Brown rat","1","Alive","SU 42291 15174","Human site","Suburban","Near road (50m)","CB",NA,"smw","sout","may"
"727","21/01/2017","16:48","Dry","Rattus norvegicus","Brown rat","1","Alive","SU 42146 14553","Human site","Suburban","Near road (50m)","OM",NA,"smw","sout","may"
"728","17/01/2017","16:24","Dry","Rattus norvegicus","Brown rat","9","Alive","SU 42291 15458","Open Land","Unimproved","Hedgerow without trees, Medium disturbance from people, Near road (<50m)","OM",NA,"smw","sout","jan"
"729","22/01/2017","17:01","Dry","Rattus norvegicus","Brown rat","1","Alive","SU 42047 14504","Human site","Suburban","Near road (50m)","FM",NA,"smw","sout","may"
"730","22/01/2017","16:15","Dry","Rattus norvegicus","Brown rat","1","Alive","SU 42362 15248","Human site","Suburban","Near road (50m)","FM",NA,"smw","sout","jan"
"731","17/01/2017","16:24","Dry","Rattus norvegicus","Brown rat","9","Alive","SU 42291 15458","Open Land","Unimproved","Hedgerow without trees, Medium disturbance from people, Near road (<50m)","OM",NA,"smw","sout","may"
"732","24/04/2017","16:35",NA,"Rattus norvegicus","Brown rat","1","Dead","TR 13768 59739","Human site","Suburban","Near road","DT",NA,"gua","kent","apr"
"733","12/01/2017","16:34","Dry","Rattus norvegicus","Brown rat","1","Alive","SU 42291 15174","Human site","Suburban","Near road (50m)","CB",NA,"smw","sout","jan"
"734","21/01/2017","16:48","Dry","Rattus norvegicus","Brown rat","1","Alive","SU 42146 14553","Human site","Suburban","Near road (50m)","OM",NA,"smw","sout","jan"
"735","22/01/2017","17:05","Dry","Rattus norvegicus","Brown rat","4","Alive","SU 41929 14744","Woodland","Mixed","Moderate shrub layer, Dense field layer","OM",NA,"smw","sout","may"
"736","03/03/2017","18:42","Rain","Rattus norvegicus","Brown rat","1","Alive","Campus","Human site","Urban","Residential",NA,NA,"smw","sout","mar"
"737","22/01/2017","16:15","Dry","Rattus norvegicus","Brown rat","1","Alive","SU 42362 15248","Human site","Suburban","Near road (50m)","FM",NA,"smw","sout","may"
"738","22/01/2017","17:01","Dry","Rattus norvegicus","Brown rat","1","Alive","SU 42047 14504","Human site","Suburban","Near road (50m)","FM",NA,"smw","sout","jan"
"739","14/02/2017","16:18","Overcast","Rattus norvegicus","Brown rat","1","Alive","SU419147","Open Land","Unimproved","Hedgerow without trees, Medium disturbance from people, Near road (<50m)",NA,NA,"smw","sout","feb"
"740","10/03/2017",NA,"cloudy","Rattus norvegicus","Brown rat","1","dead","NS493736","Farmland","other farming","no field boundary","Niamh",NA,"tcw","glas","mar"
"741","15/05/2017","21:43","clear","Vulpes vulpes","Red fox","3","Alive","57.173790, -2.098922","Woodland","Mixed","Moderate shrub layer","Rebecca",NA,"att","aber","may"
"742","15/05/2017","21:43","clear","Vulpes vulpes","Red fox","3","Alive","57.173790, -2.098922","Woodland","Mixed","Moderate shrub layer","Rebecca",NA,"att","aber","jun"
"743","03-Mar-17","15:20","Sunny","Vulpes vulpes","Red fox","1","Alive","SU 7411 7205","Human Site","Suburban","Disused, Gardens","Team",NA,"pft","read","mar"
"744","22/05/2017","21:30","Night","Vulpes vulpes","Red fox","5","Alive","SU 7250 7170","Human Site","Suburban","Garden, Near road (50m)","Sophie",NA,"pft","read","may"
"745","04-Feb-17","18:17","Overcast","Vulpes vulpes","Red fox","1","Alive ","SU 7434 7184","Woodland","Mixed","Near road (50m)","Aimee",NA,"pft","read","feb"
"746","23/05/2017","21:30","Night","Vulpes vulpes","Red fox","5","Alive","SU 7250 7170","Human Site","Suburban","Garden, Near road (50m)","Sophie",NA,"pft","read","may"
"747","11/02/2017","01:30","Clear skies","Vulpes vulpes","Red fox","1","Alive ","TQ 32509 06626","Human site","Suburban","Municipal park,Near road (10m)","Dominc Walding","walking on the pavement in the car park","bri","brig","feb"
"748","14/05/2017","14:00","Sunny","Vulpes vulpes","Red fox","1","Alive","SU 7248 7176","Human Site","Woodland","Mixed woodland, Near road (50m)","Sophie",NA,"pft","read","may"
"749","16/05/2017","21:45","Night","Vulpes vulpes","Red fox","2","Alive","SU 7248 7176","Human Site","Woodland","Mixed woodland, Near road (50m)","Sophie",NA,"pft","read","may"
"750","23/02/2017","14:44","light showers","Sciurus vulgaris","Red squirrel","1","Alive","57.177237, -2.099776","human site","suburban","garden","Rebecca",NA,"att","aber","feb"
"751","12/03/2017","23:45","mild, slightly windy","Capreolus capreolus","Roe deer","4","Alive","57.173111, -2.102050","Woodland","Mixed","Moderate shrub layer","Cristin",NA,"att","aber","mar"
"752","12/03/2017","22:48","mild, slightly windy","Capreolus capreolus","Roe deer","3","Alive","57.173732, -2.101456","Woodland","Mixed","Moderate shrub layer","Rebecca",NA,"att","aber","mar"
"753","11/03/2017","07:22","cloudy","Capreolus capreolus","Roe deer","3","Alive","57.177239, -2.100626","human site","suburban","near road","Rebecca",NA,"att","aber","mar"
"754","01/03/2017","16:07","sunny","Capreolus capreolus","Roe deer","2","Alive","57.177456, -2.100307","Woodland","Mixed","Moderate shrub layer","Cristin",NA,"att","aber","mar"
"755","31/01/2017","12:21","Heavy showers, overcast","Capreolus capreolus","Roe deer","3","Alive","57.176722, -2.099270","Woodland","Mixed","Moderate shrub layer","Cristin",NA,"att","aber","jan"
"756","31/01/2017","12:07","Heavy showers, overcast","Capreolus capreolus","Roe deer","1","Alive","57.176353, -2.099136","Woodland","Mixed","Moderate shrub layer","Cristin",NA,"att","aber","jan"
"757","31/01/2017","11:56","Heavy showers, overcast","Capreolus capreolus","Roe deer","1","Alive","57.176376, -2.099432","Woodland","Mixed","Moderate shrub layer","Cristin",NA,"att","aber","jan"
"758","23/06/2017","20:00","Dry","Capreolus capreolus","Roe deer","1","Alive ","NS 38046 95841","Human Site ","Rural","Recreational Area ","MT",NA,"gun","glas","may"
